gene5	chrom5	strand5	brpos5	cds.brpos5.start	gene3	chrom3	strand3	brpos3	cds.brpos3.start	fusionName	symbol5	symbol3	SR.passed	MR.passed	supportRead	score	info	Sample
ENSG00000064932	19	-	1119515	1119538	ENSG00000197168	13	-	52656448	52656421	ENSG00000064932-ENSG00000197168	SBNO2	NEK5	0	2	3	3	NA	/2260_PR41025a_1
ENSG00000196678	16	-	20817109	20817202	ENSG00000083828	19	+	58310604	58310606	ENSG00000196678-ENSG00000083828	ERI2	ZNF586	0	17	27	27		/2260_PR41025d_1
ENSG00000261567	16	+	85391249	85391202	ENSG00000131149	16	+	85667520	85667521	ENSG00000261567-ENSG00000131149		GSE1	0	9	12	11		/2260_PR41025d_1
ENSG00000094755	5	+	170192386	170192218	ENSG00000164265	5	+	147250245	147250260	ENSG00000094755-ENSG00000164265	GABRP	SCGB3A2	0	8	11	11		/2260_PR41025d_1
ENSG00000070785	1	-	45443987	45444035	ENSG00000086015	1	+	46290105	46290105	ENSG00000070785-ENSG00000086015	EIF2B3	MAST2	0	5	6	6		/2260_PR41025d_1
ENSG00000138698	4	+	99214666	99214635	ENSG00000133962	14	-	92112579	92112565	ENSG00000138698-ENSG00000133962	RAP1GDS1	CATSPERB	0	5	5	5		/2260_PR41025d_1
ENSG00000142973	1	+	47280936	47280936	ENSG00000186377	1	+	47427036	47427428	ENSG00000142973-ENSG00000186377	CYP4B1	CYP4X1	3	0	4	4		/2260_PR41025d_1
ENSG00000132313	2	+	86433418	86433328	ENSG00000156110	10	+	76287518	76287542	ENSG00000132313-ENSG00000156110	MRPL35	ADK	0	4	4	4	mitochondrial translation, ribonucleoprotein, 	/2260_PR41025d_1
ENSG00000178928	19	-	48322229	48322278	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	3	3	3		/2260_PR41025d_1
ENSG00000182944	22	+	29684744	29684743	ENSG00000123268	12	+	51203239	51203241	ENSG00000182944-ENSG00000123268	EWSR1	ATF1	0	26	33	30.5	NA	/2260_PR41026d_1
ENSG00000099250	10	-	33494377	33494629	ENSG00000167065	22	-	31048284	31048228	ENSG00000099250-ENSG00000167065	NRP1	DUSP18	0	3	3	3	NA	/2260_PR41026d_1
ENSG00000257207	2	-	111164265	111164337	ENSG00000144063	2	-	110849347	110849208	ENSG00000257207-ENSG00000144063		MALL	0	3	3	3	NA	/2260_PR41026d_1
ENSG00000185760	6	+	73332309	73332287	ENSG00000187840	8	+	37914599	37914602	ENSG00000185760-ENSG00000187840	KCNQ5	EIF4EBP1	0	159	184	184	NA	/2260_PR41027a_1
ENSG00000156735	8	+	38034657	38034629	ENSG00000134014	8	+	27954736	27954737	ENSG00000156735-ENSG00000134014	BAG4	ELP3	0	19	28	28	NA	/2260_PR41027a_1
ENSG00000187951	15	+	30933820	30933820	ENSG00000198826	15	+	32921796	32921963	ENSG00000187951-ENSG00000198826	ARHGAP11B	ARHGAP11A	1	0	10	10	NA	/2260_PR41027a_1
ENSG00000178928	19	-	48322229	48322282	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	7	7	7	NA	/2260_PR41027a_1
ENSG00000225119	10	+	38734535	38734403	ENSG00000203880	20	+	62919032	62919067	ENSG00000225119-ENSG00000203880	LINC00999	PCMTD2	0	3	5	5	NA	/2260_PR41027a_1
ENSG00000197372	19	-	23710720	23710816	ENSG00000213096	19	+	24286988	24288742	ENSG00000197372-ENSG00000213096	ZNF675	ZNF254	1	0	3	3	NA	/2260_PR41027a_1
ENSG00000203727	6	+	147830523	147830478	ENSG00000111961	6	+	148711270	148711289	ENSG00000203727-ENSG00000111961	SAMD5	SASH1	0	3	3	3	NA	/2260_PR41027a_1
ENSG00000109861	11	-	88033698	88033797	ENSG00000123892	11	-	87883123	87883110	ENSG00000109861-ENSG00000123892	CTSC	RAB38	0	2	3	3	NA	/2260_PR41027a_1
ENSG00000184304	14	-	30396455	30396491	ENSG00000129521	14	-	34400421	34400421	ENSG00000184304-ENSG00000129521	PRKD1	EGLN3	0	264	299	289		/2260_PR41029e_1
ENSG00000183486	21	+	42754491	42754463	ENSG00000135736	16	-	57550375	57550374	ENSG00000183486-ENSG00000135736	MX2	CCDC102A	0	69	90	90		/2260_PR41029e_1
ENSG00000150687	11	+	86534635	86534592	ENSG00000137497	11	-	71721900	71721900	ENSG00000150687-ENSG00000137497	PRSS23	NUMA1	0	40	58	58		/2260_PR41029e_1
ENSG00000110330	11	+	102234410	102234410	ENSG00000151320	14	+	33201660	33201663	ENSG00000110330-ENSG00000151320	BIRC2	AKAP6	0	32	52	52		/2260_PR41029e_1
ENSG00000214517	11	+	73950301	73950258	ENSG00000110330	11	+	102248227	102248228	ENSG00000214517-ENSG00000110330	PPME1	BIRC2	0	28	34	31		/2260_PR41029e_1
ENSG00000178928	19	-	48322229	48322282	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	16	16	16		/2260_PR41029e_1
ENSG00000110075	11	+	68359174	68359118	ENSG00000151413	14	+	32315677	32315661	ENSG00000110075-ENSG00000151413	PPP6R3	NUBPL	0	8	17	12		/2260_PR41029e_1
ENSG00000077254	1	-	78211106	78211255	ENSG00000150477	18	+	34654715	34655333	ENSG00000077254-ENSG00000150477	USP33	KIAA1328	0	6	7	7		/2260_PR41029e_1
ENSG00000175575	11	+	73638615	73638550	ENSG00000158636	11	+	76234199	76234230	ENSG00000175575-ENSG00000158636	PAAF1	C11orf30	0	3	7	7		/2260_PR41029e_1
ENSG00000162337	11	+	68133170	68133105	ENSG00000149256	11	-	78602381	78602366	ENSG00000162337-ENSG00000149256	LRP5	TENM4	0	3	6	5		/2260_PR41029e_1
ENSG00000101901	X	+	110909199	110909112	ENSG00000100109	22	-	26907119	26907139	ENSG00000101901-ENSG00000100109	ALG13	TFIP11	0	4	4	4	ribonucleoprotein, 	/2260_PR41029e_1
ENSG00000109861	11	-	88033698	88033757	ENSG00000123892	11	-	87908601	87908406	ENSG00000109861-ENSG00000123892	CTSC	RAB38	0	4	4	4		/2260_PR41029e_1
ENSG00000137522	11	+	71671937	71671865	ENSG00000137674	11	-	102487790	102487598	ENSG00000137522-ENSG00000137674	RNF121	MMP20	0	3	4	4		/2260_PR41029e_1
ENSG00000261567	16	+	85391249	85391183	ENSG00000131149	16	+	85667520	85667521	ENSG00000261567-ENSG00000131149		GSE1	0	2	4	4		/2260_PR41029e_1
ENSG00000145348	4	-	107242424	107242479	ENSG00000108474	17	+	16215701	16215722	ENSG00000145348-ENSG00000108474	TBCK	PIGL	0	3	3	3		/2260_PR41029e_1
ENSG00000122254	16	+	22866102	22866062	ENSG00000038532	16	+	11063018	11063041	ENSG00000122254-ENSG00000038532	HS3ST2	CLEC16A	0	2	4	3		/2260_PR41029e_1
ENSG00000142973	1	+	47280936	47280936	ENSG00000186377	1	+	47427036	47427428	ENSG00000142973-ENSG00000186377	CYP4B1	CYP4X1	12	0	24	24	NA	/2260_PR41029g_1
ENSG00000261567	16	+	85391249	85391220	ENSG00000131149	16	+	85645015	85645137	ENSG00000261567-ENSG00000131149		GSE1	0	17	25	22	NA	/2260_PR41029g_1
ENSG00000203727	6	+	147830523	147830469	ENSG00000111961	6	+	148711270	148711272	ENSG00000203727-ENSG00000111961	SAMD5	SASH1	0	7	10	10	NA	/2260_PR41029g_1
ENSG00000197927	2	+	132494259	132494172	ENSG00000172915	13	+	35644089	35644098	ENSG00000197927-ENSG00000172915	C2orf27A	NBEA	0	6	6	6	NA	/2260_PR41029g_1
ENSG00000178928	19	-	48322229	48322294	ENSG00000136235	7	+	23306136	23306136	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	4	4	4	NA	/2260_PR41029g_1
ENSG00000255468	11	+	66121090	66120987	ENSG00000083828	19	+	58310604	58310637	ENSG00000255468-ENSG00000083828		ZNF586	0	3	3	3	NA	/2260_PR41029g_1
ENSG00000196636	7	+	96747209	96747147	ENSG00000082512	1	+	211526581	211526583	ENSG00000196636-ENSG00000082512	ACN9	TRAF5	0	114	114	114	NA	/2260_PR41030a_1
ENSG00000163602	3	-	72495647	72495746	ENSG00000075420	3	+	171851261	171851271	ENSG00000163602-ENSG00000075420	RYBP	FNDC3B	0	105	105	105	NA	/2260_PR41030a_1
ENSG00000107036	9	+	5690038	5690000	ENSG00000058091	7	+	90546916	90546933	ENSG00000107036-ENSG00000058091	KIAA1432	CDK14	0	77	77	77	NA	/2260_PR41030a_1
ENSG00000113384	5	-	32143855	32143883	ENSG00000164253	5	-	76760634	76760633	ENSG00000113384-ENSG00000164253	GOLPH3	WDR41	0	72	72	72	NA	/2260_PR41030a_1
ENSG00000120784	19	-	38145616	38145647	ENSG00000089351	19	+	35500023	35500175	ENSG00000120784-ENSG00000089351	ZFP30	GRAMD1A	0	24	24	24	NA	/2260_PR41030a_1
ENSG00000071189	7	-	17873675	17873705	ENSG00000179869	7	+	48443280	48443283	ENSG00000071189-ENSG00000179869	SNX13	ABCA13	0	87	110	110		/2260_PR41032a_1
ENSG00000033327	11	-	78128692	78128730	ENSG00000155974	12	-	66814569	66814567	ENSG00000033327-ENSG00000155974	GAB2	GRIP1	0	22	29	29		/2260_PR41032a_1
ENSG00000108883	17	-	42942338	42942333	ENSG00000170832	17	-	58260814	58260812	ENSG00000108883-ENSG00000170832	EFTUD2	USP32	0	24	28	27	ribonucleoprotein, 	/2260_PR41032a_1
ENSG00000108561	17	-	5338193	5338221	ENSG00000166391	11	+	75431037	75431038	ENSG00000108561-ENSG00000166391	C1QBP	MOGAT2	0	18	24	22	mitochondrial translation, 	/2260_PR41032a_1
ENSG00000133424	22	-	34157358	34157386	ENSG00000188677	22	+	44543741	44543743	ENSG00000133424-ENSG00000188677	LARGE	PARVB	0	13	18	18		/2260_PR41032a_1
ENSG00000131759	17	+	38487648	38487618	ENSG00000121101	17	-	56682490	56682487	ENSG00000131759-ENSG00000121101	RARA	TEX14	0	16	17	17		/2260_PR41032a_1
ENSG00000184208	22	+	42086847	42086800	ENSG00000128185	22	-	20302999	20302998	ENSG00000184208-ENSG00000128185	C22orf46	DGCR6L	0	10	18	17		/2260_PR41032a_1
ENSG00000120784	19	-	38145616	38145644	ENSG00000089351	19	+	35500023	35500024	ENSG00000120784-ENSG00000089351	ZFP30	GRAMD1A	0	8	15	15		/2260_PR41032a_1
ENSG00000033327	11	-	78128692	78128738	ENSG00000180626	17	-	5087571	5087568	ENSG00000033327-ENSG00000180626	GAB2	ZNF594	0	13	14	14		/2260_PR41032a_1
ENSG00000215067	17	-	6913115	6913199	ENSG00000054965	11	-	73179537	73179535	ENSG00000215067-ENSG00000054965		FAM168A	0	7	14	14		/2260_PR41032a_1
ENSG00000141252	17	-	489510	489572	ENSG00000137491	11	+	74899181	74899184	ENSG00000141252-ENSG00000137491	VPS53	SLCO2B1	0	12	13	13		/2260_PR41032a_1
ENSG00000087111	17	-	26890450	26890529	ENSG00000136448	17	+	43182987	43182987	ENSG00000087111-ENSG00000136448	PIGS	NMT1	0	9	10	10		/2260_PR41032a_1
ENSG00000121101	17	-	56654736	56654808	ENSG00000167236	17	-	34344999	34345002	ENSG00000121101-ENSG00000167236	TEX14	CCL23	0	3	8	5		/2260_PR41032a_1
ENSG00000101307	20	-	1546876	1546913	ENSG00000198053	20	+	1905410	1905410	ENSG00000101307-ENSG00000198053	SIRPB1	SIRPA	1	0	3	3		/2260_PR41032a_1
ENSG00000133424	22	-	34315983	34315997	ENSG00000100417	22	-	41982197	41982196	ENSG00000133424-ENSG00000100417	LARGE	PMM1	0	3	3	3		/2260_PR41032a_1
ENSG00000094755	5	+	170192386	170192022	ENSG00000164265	5	+	147251061	147251077	ENSG00000094755-ENSG00000164265	GABRP	SCGB3A2	0	3	3	3		/2260_PR41032a_1
ENSG00000145246	4	+	47589223	47589175	ENSG00000023697	12	+	16104295	16104390	ENSG00000145246-ENSG00000023697	ATP10D	DERA	0	201	201	201		/2260_PR41034a_1
ENSG00000060237	12	+	863490	863461	ENSG00000211455	12	+	27397241	27397265	ENSG00000060237-ENSG00000211455	WNK1	STK38L	0	135	197	195		/2260_PR41034a_1
ENSG00000161791	12	-	50100838	50100881	ENSG00000170456	12	-	31613315	31613314	ENSG00000161791-ENSG00000170456	FMNL3	DENND5B	0	75	109	109		/2260_PR41034a_1
ENSG00000066084	12	+	51034635	51034608	ENSG00000065882	4	+	38016130	38016131	ENSG00000066084-ENSG00000065882	DIP2B	TBC1D1	0	62	81	80		/2260_PR41034a_1
ENSG00000175215	12	-	58240155	58240184	ENSG00000145246	4	+	47589036	47589038	ENSG00000175215-ENSG00000145246	CTDSP2	ATP10D	0	57	72	72		/2260_PR41034a_1
ENSG00000065882	4	+	38047524	38047491	ENSG00000166866	12	-	57437993	57437991	ENSG00000065882-ENSG00000166866	TBC1D1	MYO1A	0	29	37	37		/2260_PR41034a_1
ENSG00000066084	12	+	51034635	51034598	ENSG00000184613	12	-	45001047	45001046	ENSG00000066084-ENSG00000184613	DIP2B	NELL2	0	19	24	24		/2260_PR41034a_1
ENSG00000141576	17	-	74236234	74236276	ENSG00000068489	17	+	57247109	57247111	ENSG00000141576-ENSG00000068489	RNF157	PRR11	0	19	22	22		/2260_PR41034a_1
ENSG00000052126	12	+	19285384	19285357	ENSG00000240771	12	+	58007477	58007480	ENSG00000052126-ENSG00000240771	PLEKHA5	ARHGEF25	0	17	21	21		/2260_PR41034a_1
ENSG00000070018	12	-	12312714	12312741	ENSG00000165935	12	+	27628515	27628536	ENSG00000070018-ENSG00000165935	LRP6	SMCO2	0	9	19	19		/2260_PR41034a_1
ENSG00000139083	12	+	11803094	11803064	ENSG00000060982	12	-	25054819	25054819	ENSG00000139083-ENSG00000060982	ETV6	BCAT1	0	11	18	18		/2260_PR41034a_1
ENSG00000109787	4	+	38666082	38666044	ENSG00000111602	12	-	56818936	56818936	ENSG00000109787-ENSG00000111602	KLF3	TIMELESS	0	8	9	9		/2260_PR41034a_1
ENSG00000111962	6	+	149342617	149342587	ENSG00000163026	2	-	24262382	24262381	ENSG00000111962-ENSG00000163026	UST	C2orf44	0	8	9	9		/2260_PR41034a_1
ENSG00000145685	5	-	77860636	77860683	ENSG00000152348	5	+	81460218	81460219	ENSG00000145685-ENSG00000152348	LHFPL2	ATG10	0	8	9	9		/2260_PR41034a_1
ENSG00000138698	4	+	99214666	99214637	ENSG00000133962	14	-	92112579	92112571	ENSG00000138698-ENSG00000133962	RAP1GDS1	CATSPERB	0	8	8	8		/2260_PR41034a_1
ENSG00000134352	5	-	55272043	55272083	ENSG00000185305	5	-	53467758	53467756	ENSG00000134352-ENSG00000185305	IL6ST	ARL15	0	6	7	7		/2260_PR41034a_1
ENSG00000161638	12	-	54812765	54812810	ENSG00000171840	12	-	675344	675342	ENSG00000161638-ENSG00000171840	ITGA5	NINJ2	0	6	7	7		/2260_PR41034a_1
ENSG00000139218	12	-	46339032	46339085	ENSG00000196935	12	+	64377727	64377730	ENSG00000139218-ENSG00000196935	SCAF11	SRGAP1	0	5	7	7		/2260_PR41034a_1
ENSG00000135457	12	-	51510098	51510148	ENSG00000163288	4	+	47163266	47163267	ENSG00000135457-ENSG00000163288	TFCP2	GABRB1	0	5	7	6		/2260_PR41034a_1
ENSG00000180116	12	+	40148134	40148098	ENSG00000110844	12	+	50027210	50027210	ENSG00000180116-ENSG00000110844	C12orf40	PRPF40B	0	5	5	5	ribonucleoprotein, 	/2260_PR41034a_1
ENSG00000106526	7	-	149981842	149981842	ENSG00000133627	7	+	152480272	152480327	ENSG00000106526-ENSG00000133627	ACTR3C	ACTR3B	1	0	4	4		/2260_PR41034a_1
ENSG00000122042	13	-	30346249	30346308	ENSG00000185305	5	-	53182543	53182543	ENSG00000122042-ENSG00000185305	UBL3	ARL15	0	4	4	4		/2260_PR41034a_1
ENSG00000094755	5	+	170192386	170192131	ENSG00000164265	5	+	147251581	147251593	ENSG00000094755-ENSG00000164265	GABRP	SCGB3A2	0	4	4	4		/2260_PR41034a_1
ENSG00000175106	17	-	15410186	15410257	ENSG00000164136	4	+	142609975	142610013	ENSG00000175106-ENSG00000164136	TVP23C	IL15	0	4	4	4		/2260_PR41034a_1
ENSG00000164182	5	+	60369041	60369015	ENSG00000152348	5	+	81474309	81474310	ENSG00000164182-ENSG00000152348	NDUFAF2	ATG10	0	3	4	4		/2260_PR41034a_1
ENSG00000173610	4	-	70469260	70469314	ENSG00000150477	18	+	34654715	34654777	ENSG00000173610-ENSG00000150477	UGT2A1	KIAA1328	0	3	3	3		/2260_PR41034a_1
ENSG00000073614	12	-	498093	498171	ENSG00000166225	12	+	69924645	69924646	ENSG00000073614-ENSG00000166225	KDM5A	FRS2	0	2	3	3		/2260_PR41034a_1
ENSG00000101307	20	-	1546876	1546913	ENSG00000198053	20	+	1905410	1905410	ENSG00000101307-ENSG00000198053	SIRPB1	SIRPA	1	0	43	34.25		/2260_PR41035a_1
ENSG00000228049	7	-	102306526	102307534	ENSG00000005075	7	-	102114131	102114129	ENSG00000228049-ENSG00000005075		POLR2J	1	0	39	17.8333333333333		/2260_PR41035a_1
ENSG00000178928	19	-	48322229	48322278	ENSG00000136235	7	+	23306100	23306102	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	14	14	14		/2260_PR41035a_1
ENSG00000168014	11	-	73801858	73801891	ENSG00000175581	11	+	73574217	73574220	ENSG00000168014-ENSG00000175581	C2CD3	MRPL48	0	6	8	8	mitochondrial translation, ribonucleoprotein, 	/2260_PR41035a_1
ENSG00000109861	11	-	88033698	88033751	ENSG00000123892	11	-	87908601	87908406	ENSG00000109861-ENSG00000123892	CTSC	RAB38	0	6	7	7		/2260_PR41035a_1
ENSG00000031823	19	-	5976392	5976559	ENSG00000177889	12	-	93801099	93800926	ENSG00000031823-ENSG00000177889	RANBP3	UBE2N	0	5	5	5		/2260_PR41035a_1
ENSG00000203727	6	+	147830523	147830431	ENSG00000111961	6	+	148711270	148711272	ENSG00000203727-ENSG00000111961	SAMD5	SASH1	0	3	5	5		/2260_PR41035a_1
ENSG00000114374	Y	+	14891580	14891576	ENSG00000124486	X	+	41031091	41031210	ENSG00000114374-ENSG00000124486	USP9Y	USP9X	11	0	13	12	NA	/2260_PR41035d_1
ENSG00000178928	19	-	48322229	48322287	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	5	5	5	NA	/2260_PR41035d_1
ENSG00000101307	20	-	1546876	1546913	ENSG00000198053	20	+	1905410	1905410	ENSG00000101307-ENSG00000198053	SIRPB1	SIRPA	1	0	3	3	NA	/2260_PR41035d_1
ENSG00000261567	16	+	85391249	85391217	ENSG00000131149	16	+	85645015	85645137	ENSG00000261567-ENSG00000131149		GSE1	0	20	22	22	NA	/2260_PR41036a_1
ENSG00000187951	15	+	30977810	30977564	ENSG00000198826	15	+	32912309	32912309	ENSG00000187951-ENSG00000198826	ARHGAP11B	ARHGAP11A	1	0	17	17	NA	/2260_PR41036a_1
ENSG00000225119	10	+	38734535	38734374	ENSG00000203880	20	+	62919032	62919067	ENSG00000225119-ENSG00000203880	LINC00999	PCMTD2	0	4	5	5	NA	/2260_PR41036a_1
ENSG00000178928	19	-	48322229	48322287	ENSG00000136235	7	+	23306136	23306135	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	4	4	4	NA	/2260_PR41036a_1
ENSG00000114316	3	-	49354552	49354622	ENSG00000176101	9	+	140084259	140084339	ENSG00000114316-ENSG00000176101	USP4	SSNA1	0	2	5	3.5	NA	/2260_PR41036a_1
ENSG00000172785	9	-	154709	154709	ENSG00000204790	9	-	69219221	69218562	ENSG00000172785-ENSG00000204790	CBWD1	CBWD6	4	0	72	15.9416666666667	NA	/2260_PR41037a_1
ENSG00000178928	19	-	48322229	48322278	ENSG00000136235	7	+	23306136	23306136	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	13	13	13	NA	/2260_PR41037a_1
ENSG00000203727	6	+	147830523	147830456	ENSG00000111961	6	+	148711270	148711272	ENSG00000203727-ENSG00000111961	SAMD5	SASH1	0	3	7	7	NA	/2260_PR41037a_1
ENSG00000152042	1	-	146036689	146036736	ENSG00000203832	1	-	148307792	148307624	ENSG00000152042-ENSG00000203832	NBPF11	NBPF20	1	0	184	5.81932566258417	NA	/2260_PR41037a_1
ENSG00000203836	1	-	147578466	147578513	ENSG00000203832	1	-	148307792	148307624	ENSG00000203836-ENSG00000203832	NBPF24	NBPF20	1	0	193	5.78915472241323	NA	/2260_PR41037a_1
ENSG00000261567	16	+	85391249	85391185	ENSG00000131149	16	+	85667520	85667521	ENSG00000261567-ENSG00000131149		GSE1	0	3	3	3	NA	/2260_PR41037a_1
ENSG00000172890	11	+	71216918	71216791	ENSG00000197405	19	+	47800332	47800342	ENSG00000172890-ENSG00000197405	NADSYN1	C5AR1	0	3	3	3	NA	/2260_PR41037a_1
ENSG00000049656	5	-	1338019	1338048	ENSG00000078295	5	+	7626280	7626330	ENSG00000049656-ENSG00000078295	CLPTM1L	ADCY2	0	3	3	3	NA	/2260_PR41037a_1
ENSG00000070413	22	-	19076881	19076915	ENSG00000100226	22	+	39104850	39104851	ENSG00000070413-ENSG00000100226	DGCR2	GTPBP1	0	18	35	34	NA	/2260_PR41038a_1
ENSG00000080822	3	-	98241693	98241738	ENSG00000185008	3	+	77147165	77147167	ENSG00000080822-ENSG00000185008	CLDND1	ROBO2	0	5	18	18	NA	/2260_PR41038a_1
ENSG00000134909	11	-	129149041	129149086	ENSG00000137710	11	-	110070403	110070400	ENSG00000134909-ENSG00000137710	ARHGAP32	RDX	0	9	12	12	NA	/2260_PR41038a_1
ENSG00000160058	1	-	32859681	32859721	ENSG00000166748	15	+	87217504	87217505	ENSG00000160058-ENSG00000166748	BSDC1	AGBL1	0	6	8	8	NA	/2260_PR41038a_1
ENSG00000182329	2	+	203000822	203000870	ENSG00000197548	3	+	11389351	11389926	ENSG00000182329-ENSG00000197548		ATG7	0	7	7	7	NA	/2260_PR41038a_1
ENSG00000178928	19	-	48322229	48322295	ENSG00000136235	7	+	23306136	23306136	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	4	4	4	NA	/2260_PR41038a_1
ENSG00000149548	11	+	124875108	124875015	ENSG00000149289	11	+	110007388	110007390	ENSG00000149548-ENSG00000149289	CCDC15	ZC3H12C	0	3	3	3	NA	/2260_PR41038a_1
ENSG00000164169	4	-	148604950	148605013	ENSG00000196782	4	-	140651821	140651797	ENSG00000164169-ENSG00000196782	PRMT10	MAML3	0	2	3	3	NA	/2260_PR41038a_1
ENSG00000153395	5	-	1521462	1521506	ENSG00000164362	5	-	1294781	1294886	ENSG00000153395-ENSG00000164362	LPCAT1	TERT	0	58	86	72	ribonucleoprotein, 	/2260_PR41039a_1
ENSG00000109381	4	-	140005287	140005330	ENSG00000198589	4	-	151729550	151729548	ENSG00000109381-ENSG00000198589	ELF2	LRBA	0	29	29	29		/2260_PR41039a_1
ENSG00000185760	6	+	73751785	73751756	ENSG00000149131	11	+	57365722	57365722	ENSG00000185760-ENSG00000149131	KCNQ5	SERPING1	0	18	27	25		/2260_PR41039a_1
ENSG00000135476	12	+	53662631	53662586	ENSG00000172551	12	+	55248900	55248901	ENSG00000135476-ENSG00000172551	ESPL1	MUCL1	0	12	12	12		/2260_PR41039a_1
ENSG00000162129	11	-	72141356	72141406	ENSG00000079841	6	+	72806652	72806655	ENSG00000162129-ENSG00000079841	CLPB	RIMS1	0	10	13	11		/2260_PR41039a_1
ENSG00000260861	20	-	1532584	1532684	ENSG00000198053	20	+	1915361	1915361	ENSG00000260861-ENSG00000198053		SIRPA	1	0	16	8.5		/2260_PR41039a_1
ENSG00000110422	11	+	33280236	33280167	ENSG00000188487	11	+	15197287	15197289	ENSG00000110422-ENSG00000188487	HIPK3	INSC	0	7	7	7		/2260_PR41039a_1
ENSG00000082068	5	+	37605340	37605286	ENSG00000164188	5	-	36257658	36257655	ENSG00000082068-ENSG00000164188	WDR70	RANBP3L	0	5	7	7		/2260_PR41039a_1
ENSG00000099991	22	+	24567963	24567902	ENSG00000198589	4	-	151604869	151604854	ENSG00000099991-ENSG00000198589	CABIN1	LRBA	0	6	6	6		/2260_PR41039a_1
ENSG00000139946	14	+	56585455	56585402	ENSG00000139977	14	+	57863470	57863471	ENSG00000139946-ENSG00000139977	PELI2	NAA30	0	4	6	6	ribonucleoprotein, 	/2260_PR41039a_1
ENSG00000112877	5	+	648031	647998	ENSG00000113360	5	-	31449526	31449466	ENSG00000112877-ENSG00000113360	CEP72	DROSHA	0	5	5	5		/2260_PR41039a_1
ENSG00000132313	2	+	86433418	86433324	ENSG00000156110	10	+	76287518	76287540	ENSG00000132313-ENSG00000156110	MRPL35	ADK	0	2	5	5	mitochondrial translation, ribonucleoprotein, 	/2260_PR41039a_1
ENSG00000137513	11	-	78279761	78279778	ENSG00000085741	11	-	75907762	75907749	ENSG00000137513-ENSG00000085741	NARS2	WNT11	0	2	4	4		/2260_PR41039a_1
ENSG00000166435	11	-	74617284	74617332	ENSG00000175582	11	-	73441868	73441867	ENSG00000166435-ENSG00000175582	XRRA1	RAB6A	0	3	3	3		/2260_PR41039a_1
ENSG00000162337	11	+	68115711	68115649	ENSG00000137513	11	-	78270665	78270663	ENSG00000162337-ENSG00000137513	LRP5	NARS2	0	3	3	3		/2260_PR41039a_1
ENSG00000135476	12	+	53662712	53662920	ENSG00000172551	12	+	55248900	55248901	ENSG00000135476-ENSG00000172551	ESPL1	MUCL1	0	53	55	55		/2260_PR41039d_1
ENSG00000153395	5	-	1521462	1521507	ENSG00000164362	5	-	1294781	1294886	ENSG00000153395-ENSG00000164362	LPCAT1	TERT	0	35	71	47	ribonucleoprotein, 	/2260_PR41039d_1
ENSG00000185760	6	+	73751785	73751745	ENSG00000149131	11	+	57367352	57367353	ENSG00000185760-ENSG00000149131	KCNQ5	SERPING1	0	29	52	45		/2260_PR41039d_1
ENSG00000139946	14	+	56585455	56585429	ENSG00000139977	14	+	57857262	57857265	ENSG00000139946-ENSG00000139977	PELI2	NAA30	0	16	19	19	ribonucleoprotein, 	/2260_PR41039d_1
ENSG00000110422	11	+	33280236	33280156	ENSG00000188487	11	+	15197287	15197289	ENSG00000110422-ENSG00000188487	HIPK3	INSC	0	17	18	18		/2260_PR41039d_1
ENSG00000162129	11	-	72145116	72145121	ENSG00000079841	6	+	72806652	72806655	ENSG00000162129-ENSG00000079841	CLPB	RIMS1	0	8	13	13		/2260_PR41039d_1
ENSG00000113407	5	+	33441249	33441207	ENSG00000164190	5	+	36953720	36953722	ENSG00000113407-ENSG00000164190	TARS	NIPBL	0	6	11	11		/2260_PR41039d_1
ENSG00000166435	11	-	74617284	74617331	ENSG00000175582	11	-	73441868	73441867	ENSG00000166435-ENSG00000175582	XRRA1	RAB6A	0	9	9	9		/2260_PR41039d_1
ENSG00000112159	6	-	90499499	90499556	ENSG00000079841	6	+	73100300	73100302	ENSG00000112159-ENSG00000079841	MDN1	RIMS1	0	6	7	7		/2260_PR41039d_1
ENSG00000082068	5	+	37605340	37605287	ENSG00000164188	5	-	36257658	36257655	ENSG00000082068-ENSG00000164188	WDR70	RANBP3L	0	5	7	7		/2260_PR41039d_1
ENSG00000110092	11	+	69458759	69458722	ENSG00000249915	5	+	304292	304306	ENSG00000110092-ENSG00000249915	CCND1	PDCD6	0	5	5	5		/2260_PR41039d_1
ENSG00000138078	2	-	44588663	44588652	ENSG00000164362	5	-	1268748	1268746	ENSG00000138078-ENSG00000164362	PREPL	TERT	0	3	4	4	ribonucleoprotein, 	/2260_PR41039d_1
