X.FusionName	JunctionReadCount	SpanningFragCount	est_J	est_S	SpliceType	LeftGene	LeftBreakpoint	RightGene	RightBreakpoint	LargeAnchorSupport	FFPM	LeftBreakDinuc	LeftBreakEntropy	RightBreakDinuc	RightBreakEntropy	annots	Sample
TIMM23--PARGP1	9	8	4.5	4	ONLY_REF_SPLICE	TIMM23^ENSG00000138297.9	chr10:51606988:-	PARGP1^ENSG00000214982.6	chr10:51732772:+	YES_LDAS	0.1245	GT	1.7819	AG	1.9086	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],LOCAL_INVERSION:-:+:[52]]	2260_PR40966a_1
RP11-123O10.4--GRIP1	8	0	8	0	ONLY_REF_SPLICE	RP11-123O10.4^ENSG00000256248.1	chr12:67462830:-	GRIP1^ENSG00000155974.7	chr12:66990707:-	YES_LDAS	0.1171	GT	1.2729	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.09Mb],NEIGHBORS[87690]]	2260_PR40966a_1
SHROOM2--WWC3	5	2	5	2	ONLY_REF_SPLICE	SHROOM2^ENSG00000146950.8	chrX:9912953:+	WWC3^ENSG00000047644.13	chrX:10031485:+	YES_LDAS	0.1025	GT	1.8256	AG	1.8295	[INTRACHROMOSOMAL[chrX:0.07Mb],NEIGHBORS[66119]]	2260_PR40966a_1
MTMR12--C22orf46	5	4	5	4	ONLY_REF_SPLICE	MTMR12^ENSG00000150712.6	chr5:32312864:-	C22orf46^ENSG00000184208.10	chr22:42089467:+	YES_LDAS	0.1318	GT	1.9656	AG	1.9329	[INTERCHROMOSOMAL[chr5--chr22]]	2260_PR40966a_1
PALM2--AKAP2	4	4	4	4	INCL_NON_REF_SPLICE	PALM2^ENSG00000243444.3	chr9:112778319:+	AKAP2^ENSG00000241978.5	chr9:112898407:+	YES_LDAS	0.1172	GT	1.9219	AG	1.8295	[ChimerSeq,INTRACHROMOSOMAL[chr9:0.10Mb],NEIGHBORS[97123]]	2260_PR40966a_1
RP11-367G6.3--FAM65B	133	44	133	44	ONLY_REF_SPLICE	RP11-367G6.3^ENSG00000272053.1	chr6:25042079:-	FAM65B^ENSG00000111913.11	chr6:24876045:-	YES_LDAS	1.4849	GT	1.7465	AG	1.7819	[INTRACHROMOSOMAL[chr6:0.08Mb],NEIGHBORS[78992]]	2260_PR40966d_1
SNORA50--CNOT1	23	10	23	10	INCL_NON_REF_SPLICE	SNORA50^ENSG00000206952.2	chr16:58593708:-	CNOT1^ENSG00000125107.12	chr16:58594266:-	YES_LDAS	0.2769	GT	1.6895	AG	1.9086	[INTERCHROMOSOMAL[chr5--chr16]]	2260_PR40966d_1
TIMM23--PARGP1	21	29	10.5	14.5	ONLY_REF_SPLICE	TIMM23^ENSG00000138297.9	chr10:51606988:-	PARGP1^ENSG00000214982.6	chr10:51732772:+	YES_LDAS	0.2097	GT	1.7819	AG	1.9086	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],LOCAL_INVERSION:-:+:[52]]	2260_PR40966d_1
RPA3-AS1--GLCCI1	15	8	15	8	ONLY_REF_SPLICE	RPA3-AS1^ENSG00000219545.5	chr7:7841374:+	GLCCI1^ENSG00000106415.8	chr7:8043538:+	YES_LDAS	0.1929	GT	1.9656	AG	1.7465	[INTRACHROMOSOMAL[chr7:0.00Mb],NEIGHBORS[774]]	2260_PR40966d_1
RP1-34H18.1--NAV3	12	3	12	3	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.1259	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR40966d_1
PFKFB3--RP11-563J2.2	12	6	12	6	ONLY_REF_SPLICE	PFKFB3^ENSG00000170525.14	chr10:6268328:+	RP11-563J2.2^ENSG00000215244.2	chr10:6368509:+	YES_LDAS	0.151	GT	1.9329	AG	1.9329	[INTRACHROMOSOMAL[chr10:0.04Mb],NEIGHBORS[42155]]	2260_PR40966d_1
EP300--EYS	12	9	12	9	ONLY_REF_SPLICE	EP300^ENSG00000100393.9	chr22:41546202:+	EYS^ENSG00000188107.9	chr6:64709076:-	YES_LDAS	0.1762	GT	1.7968	AG	1.8892	[INTERCHROMOSOMAL[chr22--chr6]]	2260_PR40966d_1
LRRC8B--LRRC8C	11	1	11	1	ONLY_REF_SPLICE	LRRC8B^ENSG00000197147.8	chr1:90050348:+	LRRC8C^ENSG00000171488.10	chr1:90152029:+	YES_LDAS	0.1007	GT	1.7968	AG	1.9329	[DGD_PARALOGS,GTEx_recurrent_StarF2019,Babiceanu_Normal,INTRACHROMOSOMAL[chr1:0.04Mb],NEIGHBORS[35208]]	2260_PR40966d_1
CYP4B1--CYP4X1	8	5	8	4.44	ONLY_REF_SPLICE	CYP4B1^ENSG00000142973.8	chr1:47280936:+	CYP4X1^ENSG00000186377.6	chr1:47495662:+	YES_LDAS	0.1043	GT	1.9329	AG	1.7465	[GTEx_recurrent_StarF2019,HGNC_GENEFAM,ChimerSeq,INTRACHROMOSOMAL[chr1:0.14Mb]]	2260_PR40966d_1
PALM2--AKAP2	3	9	3	9	INCL_NON_REF_SPLICE	PALM2^ENSG00000243444.3	chr9:112778319:+	AKAP2^ENSG00000241978.5	chr9:112898407:+	YES_LDAS	0.1007	GT	1.9219	AG	1.8295	[ChimerSeq,INTRACHROMOSOMAL[chr9:0.10Mb],NEIGHBORS[97123]]	2260_PR40966d_1
PALM2--AKAP2	33	86	33	86	INCL_NON_REF_SPLICE	PALM2^ENSG00000243444.3	chr9:112778319:+	AKAP2^ENSG00000241978.5	chr9:112898407:+	YES_LDAS	1.3268	GT	1.9219	AG	1.8295	[ChimerSeq,INTRACHROMOSOMAL[chr9:0.10Mb],NEIGHBORS[97123]]	2260_PR40966e_1
RP1-34H18.1--NAV3	31	4	31	4	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.3902	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR40966e_1
PFKFB3--RP11-563J2.2	30	14	30	14	ONLY_REF_SPLICE	PFKFB3^ENSG00000170525.14	chr10:6268328:+	RP11-563J2.2^ENSG00000215244.2	chr10:6368509:+	YES_LDAS	0.4906	GT	1.9329	AG	1.9329	[INTRACHROMOSOMAL[chr10:0.04Mb],NEIGHBORS[42155]]	2260_PR40966e_1
RP11-680G10.1--GSE1	23	16	23	14.74	ONLY_REF_SPLICE	RP11-680G10.1^ENSG00000261567.1	chr16:85391249:+	GSE1^ENSG00000131149.13	chr16:85667520:+	YES_LDAS	0.4207	GT	1.9899	AG	1.9329	[INTRACHROMOSOMAL[chr16:0.25Mb]]	2260_PR40966e_1
CYP4B1--CYP4X1	21	22	21	22	ONLY_REF_SPLICE	CYP4B1^ENSG00000142973.8	chr1:47280936:+	CYP4X1^ENSG00000186377.6	chr1:47495662:+	YES_LDAS	0.4794	GT	1.9329	AG	1.7465	[GTEx_recurrent_StarF2019,HGNC_GENEFAM,ChimerSeq,INTRACHROMOSOMAL[chr1:0.14Mb]]	2260_PR40966e_1
EEF1DP3--FRY	17	29	17	29	ONLY_REF_SPLICE	EEF1DP3^ENSG00000229715.4	chr13:32520318:+	FRY^ENSG00000073910.15	chr13:32652971:+	YES_LDAS	0.5128	GT	1.8256	AG	1.7819	[GTEx_recurrent_StarF2019,Babiceanu_Normal,INTRACHROMOSOMAL[chr13:0.08Mb],NEIGHBORS[77828]]	2260_PR40966e_1
TULP4--RP11-732M18.3	13	0	13	0	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.1449	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR40966e_1
TIMM23--PARGP1	12	25	5.88	12.41	ONLY_REF_SPLICE	TIMM23^ENSG00000138297.9	chr10:51606988:-	PARGP1^ENSG00000214982.6	chr10:51732772:+	YES_LDAS	0.204	GT	1.7819	AG	1.9086	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],LOCAL_INVERSION:-:+:[52]]	2260_PR40966e_1
SNORA50--CNOT1	11	2	11	2	INCL_NON_REF_SPLICE	SNORA50^ENSG00000206952.2	chr16:58593708:-	CNOT1^ENSG00000125107.12	chr16:58594266:-	YES_LDAS	0.1449	GT	1.6895	AG	1.9086	[INTERCHROMOSOMAL[chr5--chr16]]	2260_PR40966e_1
RP11-1102P16.1--EYA1	10	5	10	3.57	ONLY_REF_SPLICE	RP11-1102P16.1^ENSG00000253379.1	chr8:72447979:-	EYA1^ENSG00000104313.13	chr8:72268746:-	YES_LDAS	0.1513	GT	1.8892	AG	1.8892	[INTRACHROMOSOMAL[chr8:0.04Mb],NEIGHBORS[41208]]	2260_PR40966e_1
LRRC8B--LRRC8C	8	3	8	3	ONLY_REF_SPLICE	LRRC8B^ENSG00000197147.8	chr1:90050348:+	LRRC8C^ENSG00000171488.10	chr1:90152029:+	YES_LDAS	0.1226	GT	1.7968	AG	1.9329	[DGD_PARALOGS,GTEx_recurrent_StarF2019,Babiceanu_Normal,INTRACHROMOSOMAL[chr1:0.04Mb],NEIGHBORS[35208]]	2260_PR40966e_1
RPA3-AS1--GLCCI1	8	11	8	11	ONLY_REF_SPLICE	RPA3-AS1^ENSG00000219545.5	chr7:7841374:+	GLCCI1^ENSG00000106415.8	chr7:8043538:+	YES_LDAS	0.2118	GT	1.9656	AG	1.7465	[INTRACHROMOSOMAL[chr7:0.00Mb],NEIGHBORS[774]]	2260_PR40966e_1
RP11-444D3.1--SOX5	6	7	6	5.41	ONLY_REF_SPLICE	RP11-444D3.1^ENSG00000255864.1	chr12:24366277:-	SOX5^ENSG00000134532.11	chr12:24048958:-	YES_LDAS	0.1272	GT	1.8892	AG	1.9899	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR40966e_1
MAF--RP11-679B19.2	5	4	5	4	INCL_NON_REF_SPLICE	MAF^ENSG00000178573.6	chr16:79619777:-	RP11-679B19.2^ENSG00000261722.1	chr16:79246798:-	YES_LDAS	0.1003	GT	1.8892	AG	1.8892	[INTRACHROMOSOMAL[chr16:0.36Mb]]	2260_PR40966e_1
RP11-367G6.3--FAM65B	52	5	52	5	ONLY_REF_SPLICE	RP11-367G6.3^ENSG00000272053.1	chr6:25042079:-	FAM65B^ENSG00000111913.11	chr6:24876045:-	YES_LDAS	0.8128	GT	1.7465	AG	1.7819	[INTRACHROMOSOMAL[chr6:0.08Mb],NEIGHBORS[78992]]	2260_PR40967a_1
MAPK1--LA16c-83F12.6	49	14	49	13.97	ONLY_REF_SPLICE	MAPK1^ENSG00000100030.10	chr22:22221612:-	LA16c-83F12.6^ENSG00000225255.2	chr22:16199953:-	YES_LDAS	0.8979	GT	1.8892	AG	1.6049	[INTRACHROMOSOMAL[chr22:5.88Mb]]	2260_PR40967a_1
MKL1--PI4KA	20	3	20	3	ONLY_REF_SPLICE	MKL1^ENSG00000196588.10	chr22:41032482:-	PI4KA^ENSG00000241973.6	chr22:21073110:-	YES_LDAS	0.328	GT	1.3996	AG	1.8892	[INTRACHROMOSOMAL[chr22:19.59Mb]]	2260_PR40967a_1
TIMM23--PARGP1	13	8	6.41	3.94	ONLY_REF_SPLICE	TIMM23^ENSG00000138297.9	chr10:51606988:-	PARGP1^ENSG00000214982.6	chr10:51732772:+	YES_LDAS	0.1476	GT	1.7819	AG	1.9086	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],LOCAL_INVERSION:-:+:[52]]	2260_PR40967a_1
SNORA50--CNOT1	7	1	7	1	INCL_NON_REF_SPLICE	SNORA50^ENSG00000206952.2	chr16:58593708:-	CNOT1^ENSG00000125107.12	chr16:58594266:-	YES_LDAS	0.1141	GT	1.6895	AG	1.9086	[INTERCHROMOSOMAL[chr5--chr16]]	2260_PR40967a_1
EP300--TRMU	7	5	7	5	ONLY_REF_SPLICE	EP300^ENSG00000100393.9	chr22:41489102:+	TRMU^ENSG00000100416.8	chr22:46733676:+	YES_LDAS	0.1711	GT	1.8256	AG	1.9656	[INTRACHROMOSOMAL[chr22:5.15Mb]]	2260_PR40967a_1
PDS5A--PTPRD	61	15	61	15	ONLY_REF_SPLICE	PDS5A^ENSG00000121892.10	chr4:39978060:-	PTPRD^ENSG00000153707.11	chr9:9018735:-	YES_LDAS	0.5659	GT	1.8892	AG	1.8295	[INTERCHROMOSOMAL[chr4--chr9]]	2260_PR40968a_1
GAB2--INTS4	56	34	56	34	ONLY_REF_SPLICE	GAB2^ENSG00000033327.8	chr11:78128692:-	INTS4^ENSG00000149262.12	chr11:77618856:-	YES_LDAS	0.6702	GT	1.9329	AG	1.9656	[INTRACHROMOSOMAL[chr11:0.22Mb]]	2260_PR40968a_1
PDS5A--LRRC37A3	55	27	55	26.95	ONLY_REF_SPLICE	PDS5A^ENSG00000121892.10	chr4:39843568:-	LRRC37A3^ENSG00000176809.6	chr17:62865284:-	YES_LDAS	0.6102	GT	1.7232	AG	1.5301	[INTERCHROMOSOMAL[chr4--chr17]]	2260_PR40968a_1
RP1-34H18.1--NAV3	52	8	52	8	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.4468	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR40968a_1
GMPR--RBPJ	48	14	48	14	ONLY_REF_SPLICE	GMPR^ENSG00000137198.5	chr6:16250598:+	RBPJ^ENSG00000168214.16	chr4:26387975:+	YES_LDAS	0.4616	GT	1.9329	AG	1.8062	[INTERCHROMOSOMAL[chr6--chr4]]	2260_PR40968a_1
FUBP3--FAM117B	34	12	34	11.69	ONLY_REF_SPLICE	FUBP3^ENSG00000107164.15	chr9:133501892:+	FAM117B^ENSG00000138439.10	chr2:203589640:+	YES_LDAS	0.3402	GT	1.9656	AG	1.8323	[INTERCHROMOSOMAL[chr9--chr2]]	2260_PR40968a_1
RP11-680G10.1--GSE1	28	6	28	5.77	ONLY_REF_SPLICE	RP11-680G10.1^ENSG00000261567.1	chr16:85391249:+	GSE1^ENSG00000131149.13	chr16:85667520:+	YES_LDAS	0.2515	GT	1.9899	AG	1.9329	[INTRACHROMOSOMAL[chr16:0.25Mb]]	2260_PR40968a_1
KDM4C--KCNIP4	28	17	28	17	ONLY_REF_SPLICE	KDM4C^ENSG00000107077.13	chr9:6893232:+	KCNIP4^ENSG00000185774.10	chr4:20760513:-	YES_LDAS	0.3351	GT	1.8892	AG	1.9656	[INTERCHROMOSOMAL[chr9--chr4]]	2260_PR40968a_1
TIMM23--PARGP1	28	19	13.89	9.44	ONLY_REF_SPLICE	TIMM23^ENSG00000138297.9	chr10:51606988:-	PARGP1^ENSG00000214982.6	chr10:51732772:+	YES_LDAS	0.1737	GT	1.7819	AG	1.9086	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],LOCAL_INVERSION:-:+:[52]]	2260_PR40968a_1
TULP4--RP11-732M18.3	21	2	21	1.56	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.168	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR40968a_1
PFKFB4--PRKAR2A	21	5	21	5	ONLY_REF_SPLICE	PFKFB4^ENSG00000114268.7	chr3:48594114:-	PRKAR2A^ENSG00000114302.11	chr3:48831482:-	YES_LDAS	0.1936	GT	1.7819	AG	1.9329	[DEEPEST2019,INTRACHROMOSOMAL[chr3:0.18Mb]]	2260_PR40968a_1
ANKS1A--STK38	17	2	17	2	ONLY_REF_SPLICE	ANKS1A^ENSG00000064999.12	chr6:34962199:+	STK38^ENSG00000112079.8	chr6:36493419:-	YES_LDAS	0.1415	GT	1.3753	AG	1.5546	[INTRACHROMOSOMAL[chr6:1.40Mb]]	2260_PR40968a_1
GLTSCR1L--HLA-DQA1	16	12	15.84	11.63	ONLY_REF_SPLICE	GLTSCR1L^ENSG00000112624.8	chr6:42797910:+	HLA-DQA1^ENSG00000196735.7	chr6:32609087:+	YES_LDAS	0.2045	GT	1.9086	AG	1.8892	[INTRACHROMOSOMAL[chr6:10.13Mb]]	2260_PR40968a_1
DIP2C--SOX5	13	12	13	12	ONLY_REF_SPLICE	DIP2C^ENSG00000151240.11	chr10:394581:-	SOX5^ENSG00000134532.11	chr12:24048958:-	YES_LDAS	0.1861	GT	1.5656	AG	1.9899	[INTERCHROMOSOMAL[chr10--chr12]]	2260_PR40968a_1
CUL3--MED12L	12	8	12	7.86	ONLY_REF_SPLICE	CUL3^ENSG00000036257.8	chr2:225422376:-	MED12L^ENSG00000144893.8	chr3:150903117:+	YES_LDAS	0.1478	GT	1.7465	AG	1.9656	[INTERCHROMOSOMAL[chr2--chr3]]	2260_PR40968a_1
USP35--SHANK2	11	12	11	10.6	ONLY_REF_SPLICE	USP35^ENSG00000118369.8	chr11:77909114:+	SHANK2^ENSG00000162105.12	chr11:70830078:-	YES_LDAS	0.1608	GT	1.9899	AG	1.8323	[INTRACHROMOSOMAL[chr11:6.94Mb]]	2260_PR40968a_1
ARHGEF17--ALG10	11	12	11	5.5	ONLY_REF_SPLICE	ARHGEF17^ENSG00000110237.3	chr11:73022875:+	ALG10^ENSG00000139133.2	chr12:34176897:+	YES_LDAS	0.1229	GT	1.8256	AG	1.9656	[INTERCHROMOSOMAL[chr11--chr12]]	2260_PR40968a_1
ARHGEF17--ALG10	7	15	7	8	INCL_NON_REF_SPLICE	ARHGEF17^ENSG00000110237.3	chr11:73022875:+	ALG10^ENSG00000139133.2	chr12:34175224:+	YES_LDAS	0.1117	GT	1.8256	AG	1.6402	[INTERCHROMOSOMAL[chr11--chr12]]	2260_PR40968a_1
RP1-34H18.1--NAV3	36	3	36	3	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.5239	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR40969a_1
RABGAP1L--DNM3	27	7	27	7	ONLY_REF_SPLICE	RABGAP1L^ENSG00000152061.17	chr1:174190302:+	DNM3^ENSG00000197959.9	chr1:172357713:+	YES_LDAS	0.4567	GT	1.9086	AG	1.8295	[CCLE_StarF2019,INTRACHROMOSOMAL[chr1:1.74Mb]]	2260_PR40969a_1
RP11-680G10.1--GSE1	13	2	13	2	ONLY_REF_SPLICE	RP11-680G10.1^ENSG00000261567.1	chr16:85391249:+	GSE1^ENSG00000131149.13	chr16:85667520:+	YES_LDAS	0.2015	GT	1.9899	AG	1.9329	[INTRACHROMOSOMAL[chr16:0.25Mb]]	2260_PR40969a_1
SNORA50--CNOT1	10	3	10	3	INCL_NON_REF_SPLICE	SNORA50^ENSG00000206952.2	chr16:58593708:-	CNOT1^ENSG00000125107.12	chr16:58594266:-	YES_LDAS	0.1746	GT	1.6895	AG	1.9086	[INTERCHROMOSOMAL[chr5--chr16]]	2260_PR40969a_1
WDR60--CHCHD3	9	0	9	0	ONLY_REF_SPLICE	WDR60^ENSG00000126870.11	chr7:158734839:+	CHCHD3^ENSG00000106554.7	chr7:132523229:-	YES_LDAS	0.1209	GC	1.8295	AG	1.9899	[INTRACHROMOSOMAL[chr7:25.88Mb]]	2260_PR40969a_1
RP11-680G10.1--GSE1	9	0	9	0	ONLY_REF_SPLICE	RP11-680G10.1^ENSG00000261567.1	chr16:85391249:+	GSE1^ENSG00000131149.13	chr16:85682158:+	YES_LDAS	0.1209	GT	1.9899	AG	1.9656	[INTRACHROMOSOMAL[chr16:0.25Mb]]	2260_PR40969a_1
TULP4--RP11-732M18.3	9	2	9	1.29	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.1382	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR40969a_1
TIMM23--PARGP1	8	14	4	7	ONLY_REF_SPLICE	TIMM23^ENSG00000138297.9	chr10:51606988:-	PARGP1^ENSG00000214982.6	chr10:51732772:+	YES_LDAS	0.1477	GT	1.7819	AG	1.9086	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],LOCAL_INVERSION:-:+:[52]]	2260_PR40969a_1
RP11-444D3.1--SOX5	6	5	6	4.91	ONLY_REF_SPLICE	RP11-444D3.1^ENSG00000255864.1	chr12:24366277:-	SOX5^ENSG00000134532.11	chr12:24048958:-	YES_LDAS	0.1466	GT	1.8892	AG	1.9899	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR40969a_1
RP1-34H18.1--NAV3	53	3	53	3	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	1.2196	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR40969d_1
NUP155--VWF	42	1	21	0.5	ONLY_REF_SPLICE	NUP155^ENSG00000113569.11	chr5:37350262:-	VWF^ENSG00000110799.9	chr12:6134859:-	YES_LDAS	0.4683	GT	1.9899	AG	1.9329	[INTERCHROMOSOMAL[chr5--chr12]]	2260_PR40969d_1
YTHDF1--NUDCD1	42	8	42	8	ONLY_REF_SPLICE	YTHDF1^ENSG00000149658.13	chr20:61845216:-	NUDCD1^ENSG00000120526.6	chr8:110257710:-	YES_LDAS	1.089	GT	1.8892	AG	1.9329	[INTERCHROMOSOMAL[chr20--chr8]]	2260_PR40969d_1
WBP2NL--NNT	39	19	39	18.35	ONLY_REF_SPLICE	WBP2NL^ENSG00000183066.10	chr22:42426827:+	NNT^ENSG00000112992.12	chr5:43609245:+	YES_LDAS	1.2491	GT	1.7819	AG	1.9219	[INTERCHROMOSOMAL[chr22--chr5]]	2260_PR40969d_1
CEP152--COMMD2	35	9	35	9	ONLY_REF_SPLICE	CEP152^ENSG00000103995.9	chr15:49088207:-	COMMD2^ENSG00000114744.4	chr3:149459505:-	YES_LDAS	0.9583	GT	1.7819	AG	1.9329	[INTERCHROMOSOMAL[chr15--chr3]]	2260_PR40969d_1
BRIX1--MAP2K5	30	13	30	11.65	ONLY_REF_SPLICE	BRIX1^ENSG00000113460.8	chr5:34918580:+	MAP2K5^ENSG00000137764.15	chr15:67842372:+	YES_LDAS	0.9071	GT	1.9329	AG	1.8892	[INTERCHROMOSOMAL[chr5--chr15]]	2260_PR40969d_1
C5orf28--CSNK1E	28	0	28	0	ONLY_REF_SPLICE	C5orf28^ENSG00000151881.10	chr5:43483924:-	CSNK1E^ENSG00000213923.6	chr22:38699253:-	YES_LDAS	0.6098	GT	1.8062	AG	1.9219	[INTERCHROMOSOMAL[chr5--chr22]]	2260_PR40969d_1
CRKL--KLHL1	28	9	28	9	ONLY_REF_SPLICE	CRKL^ENSG00000099942.8	chr22:21288532:+	KLHL1^ENSG00000150361.7	chr13:70275893:-	YES_LDAS	0.8058	GT	1.9656	AG	1.9219	[INTERCHROMOSOMAL[chr22--chr13]]	2260_PR40969d_1
MICAL3--CTD-2143L24.1	26	4	26	3.15	ONLY_REF_SPLICE	MICAL3^ENSG00000243156.3	chr22:18389315:-	CTD-2143L24.1^ENSG00000249781.2	chr5:9902865:-	YES_LDAS	0.6349	GT	1.8323	AG	1.9219	[INTERCHROMOSOMAL[chr22--chr5]]	2260_PR40969d_1
PIGX--DAB2	25	11	25	11	ONLY_REF_SPLICE	PIGX^ENSG00000163964.9	chr3:196381518:+	DAB2^ENSG00000153071.10	chr5:39383373:-	YES_LDAS	0.7841	GT	1.8892	AG	1.7232	[INTERCHROMOSOMAL[chr3--chr5]]	2260_PR40969d_1
CCL28--GNAS	24	8	24	7.82	ONLY_REF_SPLICE	CCL28^ENSG00000151882.7	chr5:43388452:-	GNAS^ENSG00000087460.19	chr20:57470667:+	YES_LDAS	0.693	GT	1.8062	AG	1.8892	[INTERCHROMOSOMAL[chr5--chr20]]	2260_PR40969d_1
NPEPL1--NEDD4	22	5	22	5	ONLY_REF_SPLICE	NPEPL1^ENSG00000215440.7	chr20:57276214:+	NEDD4^ENSG00000069869.11	chr15:56216897:-	YES_LDAS	0.5881	GT	1.6895	AG	1.9656	[INTERCHROMOSOMAL[chr20--chr15]]	2260_PR40969d_1
MED15--SUB1	20	11	20	11	ONLY_REF_SPLICE	MED15^ENSG00000099917.13	chr22:20862033:+	SUB1^ENSG00000113387.7	chr5:32599067:+	YES_LDAS	0.6752	GT	1.9899	AG	1.5219	[INTERCHROMOSOMAL[chr22--chr5]]	2260_PR40969d_1
NNT--MICAL3	14	3	14	3	ONLY_REF_SPLICE	NNT^ENSG00000112992.12	chr5:43677908:+	MICAL3^ENSG00000243156.3	chr22:18314873:-	YES_LDAS	0.3702	GT	1.6402	AG	1.9656	[INTERCHROMOSOMAL[chr5--chr22]]	2260_PR40969d_1
BRIX1--MAP2K5	14	5	14	1.35	ONLY_REF_SPLICE	BRIX1^ENSG00000113460.8	chr5:34916002:+	MAP2K5^ENSG00000137764.15	chr15:67842372:+	YES_LDAS	0.3343	GT	1.9086	AG	1.8892	[INTERCHROMOSOMAL[chr5--chr15]]	2260_PR40969d_1
WDR70--LMBRD2	13	9	13	8.43	ONLY_REF_SPLICE	WDR70^ENSG00000082068.4	chr5:37516692:+	LMBRD2^ENSG00000164187.6	chr5:36108741:-	YES_LDAS	0.4667	GT	1.9656	AG	1.6895	[INTRACHROMOSOMAL[chr5:1.23Mb]]	2260_PR40969d_1
C5orf28--CSNK1E	12	4	12	4	ONLY_REF_SPLICE	C5orf28^ENSG00000151881.10	chr5:43476216:-	CSNK1E^ENSG00000213923.6	chr22:38699253:-	YES_LDAS	0.3485	GT	1.7465	AG	1.9219	[INTERCHROMOSOMAL[chr5--chr22]]	2260_PR40969d_1
VPS13C--PHACTR3	12	5	12	5	ONLY_REF_SPLICE	VPS13C^ENSG00000129003.11	chr15:62270825:-	PHACTR3^ENSG00000087495.12	chr20:58318162:+	YES_LDAS	0.3703	GT	1.9329	AG	1.7968	[INTERCHROMOSOMAL[chr15--chr20]]	2260_PR40969d_1
MYO5A--RP11-3G20.2	11	3	11	3	ONLY_REF_SPLICE	MYO5A^ENSG00000197535.10	chr15:52820977:-	RP11-3G20.2^ENSG00000248478.2	chr8:122719784:+	YES_LDAS	0.3049	GT	1.8892	AG	1.5628	[INTERCHROMOSOMAL[chr15--chr8]]	2260_PR40969d_1
NNT--WBP2NL	9	1	9	0.82	ONLY_REF_SPLICE	NNT^ENSG00000112992.12	chr5:43628489:+	WBP2NL^ENSG00000183066.10	chr22:42426724:+	YES_LDAS	0.2139	GT	1.9329	AG	1.9656	[INTERCHROMOSOMAL[chr5--chr22]]	2260_PR40969d_1
SNX1--CDH6	8	2	8	2	ONLY_REF_SPLICE	SNX1^ENSG00000028528.10	chr15:64429131:+	CDH6^ENSG00000113361.8	chr5:31267453:+	YES_LDAS	0.2178	GT	1.9086	AG	1.9899	[INTERCHROMOSOMAL[chr15--chr5]]	2260_PR40969d_1
